Date,Host,Service,metadata.error_message,App Subdomain,Message
"2024-12-10T13:22:58.457Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836917payrateff.au.deputy.com""","{""server_name"":""apitech1733836917payrateff.au.deputy.com"",""referer"":""-"",""internal"":{""service_name"":""deputy-webapp""},""request_path_extra"":""/compliance/contract-pay-rule-ordering"",""bytes_received"":454,""pid"":12408,""remote_address"":""10.10.72.52"",""network"":{""client"":{""geoip"":{}}},""http_method"":""POST"",""response_time_us"":119634,""http_status_category"":""err"",""request_user"":""-"",""response_time_ms"":119,""user_agent"":""GuzzleHttp/7"",""timestamp"":""1733836978457"",""request_protocol"":""HTTP/1.1"",""app"":{""subdomain"":""apitech1733836917payrateff.au.deputy.com""},""remote_address_src"":""10.10.72.52"",""amzn_trace_id"":""Root=1-675840b2-7c0769a950c0f01b0234ad52"",""response_bytes"":106,""http_port"":80,""keepalive_requests"":86,""request_path"":""/api/management/v2/compliance/contract-pay-rule-ordering"",""request_path_family"":""/api/management/v2"",""http_status"":""500"",""request_query_string"":""""}"
"2024-12-10T13:22:49.703Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""deputye2e1733769541029prodff.au.deputy.com""","hr payroll provider sync error"
"2024-12-10T13:19:09.531Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""apitech1733836685payrateff.au.deputy.com""","V2 API Invalid argument exception caught during duplicating contract"
"2024-12-10T13:18:51.515Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""cURL error 28: Operation timed out after 5000 milliseconds with 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html)""","""zentech251761733799028383schvue3.au.deputy.com""","failed to get the customisation attributes of the Deputy installation"
"2024-12-10T13:18:46.174Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""zentech251761733799028383schvue3.au.deputy.com""","{""server_name"":""zentech251761733799028383schvue3.au.deputy.com"",""referer"":""https://zentech251761733799028383schvue3.au.deputy.com/"",""internal"":{""service_name"":""deputy-webapp""},""request_path_extra"":""/customisation"",""bytes_received"":1721,""pid"":1933,""remote_address"":""10.10.73.69"",""network"":{""client"":{""geoip"":{}}},""http_method"":""GET"",""response_time_us"":5083494,""http_status_category"":""err"",""request_user"":""-"",""response_time_ms"":5083,""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6; DeputyTestWeb devops+admin@deputy.com) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"",""timestamp"":""1733836726174"",""request_protocol"":""HTTP/1.1"",""app"":{""subdomain"":""zentech251761733799028383schvue3.au.deputy.com""},""remote_address_src"":""10.10.73.69"",""amzn_trace_id"":""Root=1-67583fb6-4fc974d02b8015df038a58c9"",""response_bytes"":104,""http_port"":80,""keepalive_requests"":7,""request_path"":""/api/v1/onboarding/customisation"",""request_path_family"":""/api/v1/onboarding"",""http_status"":""500"",""request_query_string"":""""}"
"2024-12-10T13:18:05.476Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""cURL error 28: Operation timed out after 5001 milliseconds with 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html)""","""zentech251781733806989081biff.au.deputy.com""","failed to get the customisation attributes of the Deputy installation"
"2024-12-10T13:18:00.286Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""zentech251781733806989081biff.au.deputy.com""","{""server_name"":""zentech251781733806989081biff.au.deputy.com"",""referer"":""https://zentech251781733806989081biff.au.deputy.com/"",""internal"":{""service_name"":""deputy-webapp""},""request_path_extra"":""/customisation"",""bytes_received"":1712,""pid"":24797,""remote_address"":""10.10.76.93"",""network"":{""client"":{""geoip"":{}}},""http_method"":""GET"",""response_time_us"":5062872,""http_status_category"":""err"",""request_user"":""-"",""response_time_ms"":5062,""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6; DeputyTestWeb devops+admin@deputy.com) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"",""timestamp"":""1733836680286"",""request_protocol"":""HTTP/1.1"",""app"":{""subdomain"":""zentech251781733806989081biff.au.deputy.com""},""remote_address_src"":""10.10.76.93"",""amzn_trace_id"":""Root=1-67583f88-6cc5799e6c13b24470261075"",""response_bytes"":104,""http_port"":80,""keepalive_requests"":57,""request_path"":""/api/v1/onboarding/customisation"",""request_path_family"":""/api/v1/onboarding"",""http_status"":""500"",""request_query_string"":""""}"
"2024-12-10T13:17:40.451Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""once.deputy.com""","Failed To get SSO Configuration , zentech251761733799194791schvue3.au.deputy.com, Invalid HostName"
"2024-12-10T13:16:49.498Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""zentech251731733787967973prodff.au.deputy.com""","{""server_name"":""zentech251731733787967973prodff.au.deputy.com"",""referer"":""https://zentech251731733787967973prodff.au.deputy.com/"",""internal"":{""service_name"":""deputy-webapp""},""request_path_extra"":""/customisation"",""bytes_received"":1718,""pid"":3706,""remote_address"":""10.10.76.93"",""network"":{""client"":{""geoip"":{}}},""http_method"":""GET"",""response_time_us"":7072334,""http_status_category"":""err"",""request_user"":""-"",""response_time_ms"":7072,""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6; DeputyTestWeb devops+admin@deputy.com) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"",""timestamp"":""1733836609498"",""request_protocol"":""HTTP/1.1"",""app"":{""subdomain"":""zentech251731733787967973prodff.au.deputy.com""},""remote_address_src"":""10.10.76.93"",""amzn_trace_id"":""Root=1-67583f41-27388bc95a5515e07154090c"",""response_bytes"":104,""http_port"":80,""keepalive_requests"":14,""request_path"":""/api/v1/onboarding/customisation"",""request_path_family"":""/api/v1/onboarding"",""http_status"":""500"",""request_query_string"":""""}"
"2024-12-10T13:16:38.394Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""get_class() expects parameter 1 to be object, bool given""","""zentech251781733807330521biff.au.deputy.com""","Error caught"
"2024-12-10T13:16:37.394Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""cURL error 28: Operation timed out after 5000 milliseconds with 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html)""","""deputye2e1733827946857schvue3.na.deputy.com""","failed to get the customisation attributes of the Deputy installation"
"2024-12-10T13:16:37.394Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""cURL error 28: Operation timed out after 5000 milliseconds with 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html)""","""zentech251731733787967973prodff.au.deputy.com""","failed to get the customisation attributes of the Deputy installation"
"2024-12-10T13:16:36.393Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""[0] cURL error 28: Resolving timed out after 500 milliseconds (see https://curl.haxx.se/libcurl/c/libcurl-errors.html)""","""apitech1733836540payrateff.au.deputy.com""","Failed to talk to svc-notification for async API"
"2024-12-10T13:16:31.863Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""deputye2e1733827946857schvue3.na.deputy.com""","{""app"":{""subdomain"":""deputye2e1733827946857schvue3.na.deputy.com""},""server_name"":""deputye2e1733827946857schvue3.na.deputy.com"",""referer"":""https://deputye2e1733827946857schvue3.na.deputy.com/"",""internal"":{""service_name"":""deputy-webapp""},""amzn_trace_id"":""-"",""request_path_extra"":""/customisation"",""bytes_received"":1612,""response_bytes"":104,""pid"":20380,""remote_address"":""-"",""http_port"":443,""http_method"":""GET"",""response_time_us"":5070592,""http_status_category"":""err"",""request_user"":""-"",""keepalive_requests"":9,""request_path"":""/api/v1/onboarding/customisation"",""request_path_family"":""/api/v1/onboarding"",""http_status"":""500"",""request_query_string"":"""",""response_time_ms"":5070,""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6723.31 Safari/537.36"",""timestamp"":""1733836591863"",""request_protocol"":""HTTP/1.1""}"
"2024-12-10T13:16:29.661Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""zentech251731733787967973prodff.au.deputy.com""","{""server_name"":""zentech251731733787967973prodff.au.deputy.com"",""referer"":""https://zentech251731733787967973prodff.au.deputy.com/"",""internal"":{""service_name"":""deputy-webapp""},""request_path_extra"":""/customisation"",""bytes_received"":1718,""pid"":7646,""remote_address"":""10.10.76.93"",""network"":{""client"":{""geoip"":{}}},""http_method"":""GET"",""response_time_us"":7073047,""http_status_category"":""err"",""request_user"":""-"",""response_time_ms"":7073,""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6; DeputyTestWeb devops+admin@deputy.com) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"",""timestamp"":""1733836589661"",""request_protocol"":""HTTP/1.1"",""app"":{""subdomain"":""zentech251731733787967973prodff.au.deputy.com""},""remote_address_src"":""10.10.76.93"",""amzn_trace_id"":""Root=1-67583f2d-049093736e17c2951e9be87c"",""response_bytes"":104,""http_port"":80,""keepalive_requests"":15,""request_path"":""/api/v1/onboarding/customisation"",""request_path_family"":""/api/v1/onboarding"",""http_status"":""500"",""request_query_string"":""""}"
"2024-12-10T13:16:29.388Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""cURL error 28: Operation timed out after 5001 milliseconds with 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html)""","""zentech251731733787967973prodff.au.deputy.com""","failed to get the customisation attributes of the Deputy installation"
"2024-12-10T13:16:23.294Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""zentech251731733787967973prodff.au.deputy.com""","{""server_name"":""zentech251731733787967973prodff.au.deputy.com"",""referer"":""https://zentech251731733787967973prodff.au.deputy.com/"",""internal"":{""service_name"":""deputy-webapp""},""request_path_extra"":""/customisation"",""bytes_received"":1718,""pid"":26061,""remote_address"":""10.10.76.93"",""network"":{""client"":{""geoip"":{}}},""http_method"":""GET"",""response_time_us"":5194919,""http_status_category"":""err"",""request_user"":""-"",""response_time_ms"":5194,""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6; DeputyTestWeb devops+admin@deputy.com) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"",""timestamp"":""1733836583294"",""request_protocol"":""HTTP/1.1"",""app"":{""subdomain"":""zentech251731733787967973prodff.au.deputy.com""},""remote_address_src"":""10.10.76.93"",""amzn_trace_id"":""Root=1-67583f27-3213562669c270fc3678d1fc"",""response_bytes"":104,""http_port"":80,""keepalive_requests"":92,""request_path"":""/api/v1/onboarding/customisation"",""request_path_family"":""/api/v1/onboarding"",""http_status"":""500"",""request_query_string"":""""}"
"2024-12-10T13:16:23.129Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""zentech251761733799028383schvue3.au.deputy.com""","{""server_name"":""zentech251761733799028383schvue3.au.deputy.com"",""referer"":""https://zentech251761733799028383schvue3.au.deputy.com/"",""internal"":{""service_name"":""deputy-webapp""},""request_path_extra"":""/gamification/status"",""bytes_received"":2485,""pid"":23497,""remote_address"":""10.10.73.69"",""network"":{""client"":{""geoip"":{}}},""http_method"":""GET"",""response_time_us"":5221174,""http_status_category"":""err"",""request_user"":""-"",""response_time_ms"":5221,""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6; DeputyTestWeb devops+admin@deputy.com) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36"",""timestamp"":""1733836583129"",""request_protocol"":""HTTP/1.1"",""app"":{""subdomain"":""zentech251761733799028383schvue3.au.deputy.com""},""remote_address_src"":""10.10.73.69"",""amzn_trace_id"":""Root=1-67583f27-284f6fb35920f2f07fca04dc"",""response_bytes"":98,""http_port"":80,""keepalive_requests"":7,""request_path"":""/api/onboarding/v2/gamification/status"",""request_path_family"":""/api/onboarding/v2"",""http_status"":""500"",""request_query_string"":""""}"
"2024-12-10T13:16:19.378Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""cURL error 28: Operation timed out after 5000 milliseconds with 0 bytes received (see https://curl.haxx.se/libcurl/c/libcurl-errors.html)""","""deputye2e1733828439479fwwff.na.deputy.com""","failed to get gamification status"
"2024-12-10T13:16:14.042Z","""i-01406c2e0fe237a9a""","""deputy-webapp""",,"""deputye2e1733828439479fwwff.na.deputy.com""","{""app"":{""subdomain"":""deputye2e1733828439479fwwff.na.deputy.com""},""server_name"":""deputye2e1733828439479fwwff.na.deputy.com"",""referer"":""https://deputye2e1733828439479fwwff.na.deputy.com/"",""internal"":{""service_name"":""deputy-webapp""},""amzn_trace_id"":""-"",""request_path_extra"":""/gamification/status"",""bytes_received"":2278,""response_bytes"":98,""pid"":6866,""remote_address"":""-"",""http_port"":443,""http_method"":""GET"",""response_time_us"":5071929,""http_status_category"":""err"",""request_user"":""-"",""keepalive_requests"":15,""request_path"":""/api/onboarding/v2/gamification/status"",""request_path_family"":""/api/onboarding/v2"",""http_status"":""500"",""request_query_string"":"""",""response_time_ms"":5071,""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6723.31 Safari/537.36"",""timestamp"":""1733836574042"",""request_protocol"":""HTTP/1.1""}"
"2024-12-10T13:15:32.333Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""QMySQLiDatabase database connectivity problem, showing status page.""","""zentech251831733824549443biff.au.deputy.com""","Error caught"
"2024-12-10T13:15:32.332Z","""i-01406c2e0fe237a9a""","""deputy-webapp""","""mysqli::connect(): (HY000/2002): Connection timed out""","""zentech251831733824549443biff.au.deputy.com""","QMySQLiDatabase database connectivity problem, showing status page."
